bias	x,y,class
1	249.73349370607906,-153.3054745704821,0
1	9.929114803107552,120.7644638151117,0
1	-135.16438205882974,-197.20664745420453,0
1	-0.3823356927418615,-3.9808074155123165,1
1	-101.11016293080766,68.44787020400634,0
1	80.12407550621032,-245.1118499167295,0
1	101.84368293857068,202.69761030953384,0
1	62.21880217715119,-161.51489831664486,0
1	121.26072680481747,192.50362343251294,0
1	152.053437818511,206.33580433159358,0
1	12.763198803872001,-116.89269927326362,0
1	120.734621923627,-241.9637576334343,0
1	103.2555715413846,-133.0361296315328,0
1	11.51976296076225,-141.82332155005128,0
1	102.87008910999793,86.4992931777848,0
1	-90.55632251525032,-184.838173877657,0
1	228.53013541393568,88.06911884897596,0
1	-244.0140013180892,190.45440935734632,0
1	-213.285542498223,137.55601958630007,0
1	5.800100061684077,-5.154963340538615,1
1	-19.87139505372869,204.01574701768448,0
1	220.75516198787557,63.36774461620263,0
1	-152.34794054832844,-103.88247029319697,0
1	-102.2435609220264,221.6108768023566,0
1	-114.4316860300556,-74.71330903443041,0
1	-93.87936047214245,145.48758365595558,0
1	41.93572857355463,-205.642537651512,0
1	-226.44868025375476,75.8599324951868,0
1	-28.31549297952546,-172.4520328424154,0
1	-207.02018776942927,81.56491524862923,0
1	216.24259235940474,34.53243426127244,0
1	230.27477747011528,-132.3693330786777,0
1	64.48751081935802,-79.68784947240397,0
1	-82.76747075873482,20.798419662508195,0
1	-28.255185802538705,-222.45375427054753,0
1	-185.8650084029857,149.49176544424438,0
1	117.75933354518753,67.08014044821152,0
1	-217.20072329773575,61.387561770910054,0
1	-90.40219169969893,2.4608009685167644,0
1	-29.623366035129948,-188.80673249156877,0
1	63.058919469975365,-158.87086739704492,0
1	172.97085940832864,-62.15580418029177,0
1	83.64539863275479,-237.41978191655656,0
1	-130.24357346303913,139.81564947903246,0
1	-196.25759341389846,-98.2941725954058,0
1	207.5997329144883,-120.87785895193488,0
1	-126.32923281721631,-91.39253490182736,0
1	243.0706771541022,-58.23683165712123,0
1	-159.69164107817392,-161.10440355553607,0
1	-193.02840273746796,193.90688543382947,0
1	196.54314480731136,215.69989942122044,0
1	221.69198424097988,210.9225711603965,0
1	32.54667530146895,168.61859073888513,0
1	232.88882407815936,197.78367719028427,0
1	245.88891967678308,-83.12333938463263,0
1	-130.80714807765486,81.52466033722885,0
1	234.1916696735542,-150.16575972194812,0
1	-21.257196881492575,-87.36610092225399,0
1	-44.670846000774645,-157.9225451660161,0
1	-232.46136755140063,-192.3014461451806,0
1	211.3600721487192,43.00133095980527,0
1	56.51430704591485,-18.7838523397767,0
1	26.039382705433013,247.59330920842598,0
1	54.56612386120514,-223.93272555131833,0
1	181.85459851483324,-116.03808912015057,0
1	48.56618909870559,-125.19552869101275,0
1	-10.71725945587869,25.097801239084845,1
1	58.33903220729928,-11.170794056268079,0
1	-21.367280695461346,75.74824035581025,0
1	-154.4467195940793,-15.587656230288616,0
1	-34.400454649221246,233.63617621263904,0
1	-184.822625843945,234.36307629842986,0
1	-153.9615149325188,18.740958506705226,0
1	-108.35774081320588,135.15570470401377,0
1	61.59363439642817,-115.61111361865505,0
1	-177.2932512075185,154.99769681359396,0
1	-82.49517426783092,169.91050442945055,0
1	135.29040338581535,-126.92815530448581,0
1	-190.22396200866265,236.15877633585774,0
1	-168.708921635029,-117.47782305370546,0
1	-77.63292337057615,56.93549697074303,0
1	-195.25160660464053,39.26872206063422,0
1	62.89116465940907,205.546673698961,0
1	-245.27294370368026,-164.22674094240747,0
1	128.94969677897205,-230.826089464047,0
1	72.98355222375096,-4.589362618013894,0
1	-180.78590742850048,-35.09847312989055,0
1	-78.87861897976543,-171.62603163796075,0
1	-64.49272706055993,196.26826745225162,0
1	-158.25411046779408,22.199727099887923,0
1	68.4091481690711,-234.29467279942762,0
1	208.70767850718687,-80.11615705051668,0
1	173.75640994762625,-97.84556139211958,0
1	233.45876072746677,-112.18136445682785,0
1	-83.29961454332286,93.41608890603754,0
1	-118.47045612389823,-212.65217837806,0
1	-104.59275847278198,226.38565119515135,0
1	-195.23921717632965,249.74626298945572,0
1	61.62950009585569,-17.413773486633033,0
1	167.6428867545879,95.99761365281051,0
1	209.20664842957922,-183.38614203660643,0
1	-158.98468437930174,-111.7208960439099,0
1	-121.57029002391084,190.1669420394149,0
1	-94.22450906833225,-154.50985769679772,0
1	103.4251510869027,165.6210971598507,0
1	167.5271939134775,220.25170692194598,0
1	-73.43229641875115,248.5632942854865,0
1	-32.491077493840066,-49.6864750110843,1
1	126.28358692315015,-190.28236634473,0
1	-205.9825496213093,43.52702590854068,0
1	-46.710561121177165,44.738424704051226,1
1	-64.16188648308164,-209.40229073080118,0
1	-172.77344984274066,-35.460870372059304,0
1	20.717860003550868,110.58796618736363,0
1	-137.68178187577817,172.06242235275823,0
1	103.20903581933646,-19.01234745278751,0
1	-223.82375532952508,25.922804449121713,0
1	-92.02381865038672,76.76949167029437,0
1	-11.340455599501041,45.38641362264951,1
1	-168.00794039847693,229.46525001483104,0
1	246.70722093764192,41.3105039825075,0
1	176.63381778445773,0.639584052316053,0
1	193.36767321645442,-216.82114533437118,0
1	56.9660301497031,215.46072160598789,0
1	-176.92571625459584,-103.39579216121254,0
1	-127.4943454212732,-184.98645875675518,0
1	62.376525177154576,117.15890375990739,0
1	-44.8032015687983,109.06783074578084,0
1	-150.33587263289434,130.34760860798565,0
1	-243.64190271925835,-177.14057857070952,0
1	125.36174563506222,-0.9122008338771082,0
1	-39.843039168249675,-24.807602571883592,1
1	173.24134484931022,168.7874684874148,0
1	107.06964860067313,222.91347747580238,0
1	-80.5962719238712,164.40656331711426,0
1	84.58701625338063,-198.9107766830085,0
1	-25.901165870470464,-134.03224320258795,0
1	-8.40982861423845,-199.44769297932325,0
1	80.80989208464518,-207.47795483440296,0
1	-245.33011789669683,173.41340130884083,0
1	41.305241093653194,216.4305378142854,0
1	21.827463011091595,-133.3608584199551,0
1	83.77006173846979,-95.37905215203912,0
1	-166.96254555808298,88.96030207884132,0
1	29.20206584916866,206.88264574962733,0
1	223.11565107395177,99.53900087841356,0
1	-72.88471233916115,150.4327253979214,0
1	-122.20390453805125,-238.77257684564657,0
1	-78.39126557125974,147.46358901126553,0
1	8.663475577831264,-194.33720531588523,0
1	-195.05765667993523,-14.218176123408483,0
1	-185.1999035446482,-134.84575610406546,0
1	-115.88302690689395,-142.38637928996923,0
1	-185.3455182771978,-138.7795528785246,0
1	3.4450574974295023,-239.28949524286304,0
1	-15.567231555676642,197.48917955790756,0
1	-28.437420792676534,171.38319488000286,0
1	-28.074812214481312,-112.09603026833969,0
1	185.33497402293312,47.72956828786516,0
1	5.535950344959673,-32.11665950967952,1
1	-224.9782424711229,242.04776110164676,0
1	154.59566680229602,123.85855491158594,0
1	-151.44024829521908,124.02017662497161,0
1	95.90095051000043,-69.45629802509833,0
1	-89.1450063113472,-22.61529447755518,0
1	97.61256045141795,151.83091368772608,0
1	-15.93172122612134,-243.72733355999142,0
1	-24.065862709987442,-174.2293280087468,0
1	128.13992914353673,199.17537425219746,0
1	210.81727335515768,-122.33509384889368,0
1	-61.88418511439548,106.88580237812789,0
1	58.19870610220272,39.673412493338844,0
1	-11.2561972413055,-20.66989918083462,1
1	-167.56717388982588,-149.66715892224937,0
1	33.6758209592241,-147.3709340617243,0
1	91.56585021313185,81.98150565231504,0
1	153.70147262882256,208.54380141412287,0
1	44.97531987411429,226.80785262182155,0
1	139.22066217913977,-3.655199980118823,0
1	-112.968425290021,-215.0703611383803,0
1	81.30282097515754,96.48614556809798,0
1	32.54603664076012,5.1729792833575345,1
1	-21.7511950399616,144.27721599729057,0
1	212.4965129953348,-0.3367825836783709,0
1	-0.061166299959126036,-68.99492744971553,0
1	38.06234398759875,229.02291562293175,0
1	224.89646022666744,168.9710370225102,0
1	-241.28392994265752,-21.596833113702303,0
1	54.68984135159036,150.54253789961206,0
1	-131.44230817335773,7.188376697623767,0
1	-5.741095827277604,-120.6726400186821,0
1	-214.50833608502418,-191.0002227055943,0
1	219.4482867447324,-3.436388615112577,0
1	111.99867352533818,-77.06740984732929,0
1	-187.98643564097867,-104.2733148523952,0
1	-148.67556118935556,-18.060570021506948,0
1	105.81877388416382,173.59967665663163,0
1	-172.1271147418381,139.07294380514207,0
1	-121.9275184398141,-122.2382508052412,0
1	-130.96665747031966,79.04178736251288,0
1	-73.78783485692549,13.255387207345223,0
1	165.5453994574445,-76.31324098049751,0
1	7.977764555800434,-173.3893318772355,0
1	126.11802015157139,138.47679103986815,0
1	218.40935817980068,-1.0908100889886043,0
1	74.31513719296942,53.13795703149327,0
1	237.77242000556566,-142.50120785235998,0
1	207.47096805633464,226.95634556668358,0
1	187.9799760639483,-185.60045957184047,0
1	46.000090597114365,113.25033377472653,0
1	196.28455136390886,224.9981021844577,0
1	159.81239878813926,161.12225339696033,0
1	163.0499703044518,57.39163112213595,0
1	200.1037416530902,95.71328681823508,0
1	-138.6704936023425,86.01779032462849,0
1	69.11307180798917,-141.41002343893513,0
1	55.73103879911042,-9.341206580532457,0
1	132.79078125027058,50.61502170649425,0
1	18.462697745761204,16.17143707307281,1
1	1.287156141785971,221.38817615507253,0
1	84.78253089478648,186.16995836700517,0
1	-172.320784280946,-98.22238699315565,0
1	-190.44056821835036,221.020502676513,0
1	-230.62218962466835,39.27208323143384,0
1	140.0835221365,-23.379662603156447,0
1	85.47854012603511,-70.69799973198388,0
1	135.88986954694047,-100.91976058198904,0
1	208.65557133614965,-92.25392543378447,0
1	-55.93949293910461,107.73621408615003,0
1	-94.2824245746013,-121.54633012163296,0
1	-142.47579480813872,-227.6617165817883,0
1	-112.14693571566724,23.356820069179378,0
1	-51.499913012287635,-98.75538257927997,0
1	68.40706564703504,67.67903577692749,0
1	-198.580943839587,-107.0035808317092,0
1	124.31616976817736,195.27283885795083,0
1	-19.27903947124176,-146.58426675648212,0
1	156.84528972319754,-176.03075212258568,0
1	197.2309633420606,199.47083753614146,0
1	205.6307553998376,-228.9890455043097,0
1	131.3242348458176,135.60874733485565,0
1	-125.47823135746533,104.40859852362632,0
1	163.5744530064942,54.13771046330976,0
1	-18.60045943611283,231.12371846689035,0
1	113.39102470973882,-121.620233581539,0
1	176.45261070718095,-143.37735152838127,0
1	-215.80838659787653,-123.47420123739089,0
1	80.22891716397424,-142.54116021963748,0
1	103.791599036903,-199.13015655016181,0
1	-145.7413625135032,14.839892515381678,0
1	-180.98644778014395,-140.6244523580753,0
1	-36.708340681387625,167.26465684892878,0
1	139.3184414305348,-101.95760045852026,0
1	5.404216433290145,-117.7394544738269,0
1	-235.5315856244803,-130.46659645179813,0
1	-138.94045981782594,-210.11380702050548,0
1	93.7905010004306,-182.57073175546344,0
1	-245.0633101127921,-229.8685706353434,0
1	-104.59471202784792,-120.37811201758498,0
1	-99.88099252523415,-13.507596898929165,0
1	-0.6212247071403851,108.7608190693166,0
1	117.87284323915912,117.57310131000668,0
1	93.49733333688789,218.65232656100807,0
1	73.13366698286393,105.81609967564879,0
1	144.59603949325071,92.81372679732436,0
1	108.10201000385729,-7.740344567540745,0
1	-167.3380836941908,192.33465081299624,0
1	93.36854101396602,-237.52936938801594,0
1	160.5716281080165,-101.96210422660056,0
1	-181.90999198684756,-2.6605496882395414,0
1	129.1713852630715,30.77221334305966,0
1	120.71715629352104,-131.21132881647685,0
1	103.30593970499729,133.58660288142067,0
1	80.4933558799807,-75.14545123953238,0
1	170.23282280818017,241.0527196443726,0
1	211.43155968793076,-87.59277073442911,0
1	57.4455908087491,-147.50936129537357,0
1	147.66091402204944,-106.68296294228097,0
1	-130.16423191514974,-69.9877855526369,0
1	79.66692566034413,26.886779763760785,0
1	7.486973073949287,-219.98721865916116,0
1	-214.32526477337905,-60.036380617170494,0
1	-56.93436544205943,-65.11024661476017,0
1	-183.35149756369862,-82.92692890983727,0
1	-65.74752195963117,-91.64018722284877,0
1	-108.65386809963985,-78.01992442362376,0
1	132.758025765132,-189.08743085761392,0
1	-161.3095831918426,-155.7486468208808,0
1	-48.69870404400234,60.33664144853998,0
1	74.90294616044878,2.4530432181828985,0
1	212.7981799684464,-43.63946147035119,0
1	-141.3831199115122,147.46328180265766,0
1	-179.1917858072838,-150.27308095493612,0
1	-14.978274654348155,-221.38086599727814,0
1	149.32840814720686,-182.2995870578087,0
1	121.30918963515632,-221.52336827637185,0
1	35.64107861928625,120.2714892520192,0
1	-105.75376935217486,8.15262595797634,0
1	-50.9671473621035,-181.85397107419186,0
1	-188.06804006211962,70.8669938568728,0
1	-207.09134114975154,122.23019651783738,0
1	-240.39020233672886,54.78246727087111,0
1	-212.56731135329903,37.06599356400801,0
1	-93.14214693204624,124.05050415632564,0
1	5.735359293507884,166.91733508846164,0
1	213.9902566905048,-28.208928555512813,0
1	-169.09055235734277,197.07102397836883,0
1	162.32444202017308,-143.05063178616155,0
1	-235.1293768775335,118.19582048072812,0
1	139.1810830957013,-196.20709008252578,0
1	2.1934930421107026,99.39749463696637,0
1	-216.62805358374476,-60.053141252564956,0
1	166.88726361133808,162.4202775632715,0
1	147.98928438366949,211.71484034824852,0
1	28.706090674331904,35.3424827225748,1
1	161.21378307975579,-109.72966102146091,0
1	200.727597533054,-170.25593149936645,0
1	121.78245565351926,-148.03291750620934,0
1	-12.174818338327242,20.50718129648078,1
1	-79.83611177367305,-39.45663217880136,0
1	-187.98266621837823,-164.80912392326422,0
1	-118.58534445552078,114.7525523041806,0
1	-19.082412461339743,-197.68259601948913,0
1	-142.29299394219282,-205.52519185923035,0
1	174.5059358899003,-75.0809650334715,0
1	146.87831068951579,166.81519938500173,0
1	46.63122870921518,38.780293866090005,1
1	237.10585989982718,141.55188744763768,0
1	125.52325149014627,207.7079753256687,0
1	173.82783101667025,-127.88828235552158,0
1	-97.01468442682176,-64.20652526852376,0
1	55.89597862087669,-231.14007388107132,0
1	-70.37080497167236,-98.12239072891049,0
1	-103.86003192901282,171.19842367722373,0
1	183.7196988833262,-23.903017047815325,0
1	247.33201827670337,-90.9536620666253,0
1	59.47315153388922,40.65366804978828,0
1	-146.48570716246317,101.72785063527448,0
1	33.70384819690656,200.42166018194905,0
1	119.57210654146678,184.5244293804779,0
1	-150.2500543543046,-118.40198087189617,0
1	140.7055817415786,-139.71600573173686,0
1	118.56249530560297,54.55361571817059,0
1	-199.69444503424333,231.3495136411604,0
1	227.78031503075215,-101.2246110668969,0
1	-196.09615107055012,-161.29315330483024,0
1	-79.44212569799731,134.2187662713764,0
1	-177.18159076598323,-72.48352279979531,0
1	-117.4671658455249,108.38133077724149,0
1	14.615011515219976,49.31263468757106,1
1	246.09746336339703,-0.6714549246652552,0
1	-31.490340571289295,-198.84403744552603,0
1	-136.21189042529502,152.15156979368214,0
1	-4.162061393763025,-169.44721799890206,0
1	129.68926875052165,231.01680785742923,0
1	25.504246648936714,-29.46699643455318,1
1	-70.37323453223155,-149.1150691671137,0
1	170.62429321729684,106.04909451804997,0
1	205.92601262289503,-236.3916158137831,0
1	24.56431735463309,171.54542475923262,0
1	41.95333141412311,49.446872791603255,1
1	-93.27740005278511,91.63959682089376,0
1	103.07795722286738,-121.83908476545056,0
1	-246.50858291957462,144.3950288113362,0
1	-91.38788306725871,-82.57453407685423,0
1	-106.38053616070931,116.12444009854858,0
1	-141.90443476100336,141.9330279135345,0
1	-98.95809410265895,157.2127153717156,0
1	82.11973754865721,229.1859118199102,0
1	-89.98057980333124,158.91189363604468,0
1	23.457225151795,48.24475182883833,1
1	-120.4698818317294,89.45814821316662,0
1	146.30643013249386,-222.71971439436007,0
1	171.60461772004237,-167.65363198266937,0
1	-154.38879571601962,183.25049624877857,0
1	-173.7912636043442,-142.47286400766933,0
1	216.188991305924,246.60673516039105,0
1	-211.24130478284712,24.1621694121842,0
1	-213.47022122428928,-128.57695352571258,0
1	225.70222832708544,140.90986359356225,0
1	185.6724484731472,-196.37893735038637,0
1	132.48503583558016,119.55385732608369,0
1	-99.17637765275106,-148.56067368463067,0
1	-173.02866214148133,98.1100652180744,0
1	70.52583724515591,120.63025949203961,0
1	-89.57972056741036,20.903040966259027,0
1	-191.19893443085112,-8.705696927647324,0
1	-207.85347130326875,177.8588374592519,0
1	7.066706874456031,119.45283239176575,0
1	130.28100262369128,229.71457294581103,0
1	178.66503579604455,-2.3392110312527166,0
1	195.5357996803985,151.7423990035453,0
1	241.72041245035098,241.3227668967807,0
1	-56.91385202666788,245.55039583698294,0
1	42.214959227440204,64.26576165005241,0
1	-107.58275323185995,45.54845554475065,0
1	-51.56859761352678,35.22273509258309,0
1	77.56349930102078,17.61233761777828,0
1	-96.92820429727144,-60.24881314182829,0
1	-9.800715418941905,169.80718792801622,0
1	55.641702296430765,-159.4367546109663,0
1	157.53695413885544,205.0204692165168,0
1	-56.72733834594058,200.51090643130902,0
1	-34.95618338442529,-78.55675768053516,0
1	-90.42352777984715,150.10185980588955,0
1	94.91060757193247,-79.75169644625902,0
1	-234.98049214097756,156.3132467363327,0
1	-141.45556720213764,-55.5512690438581,0
1	-180.00980527352948,-227.38159463120272,0
1	-183.89240590888585,73.96654924017452,0
1	-57.24563419462936,-207.8992691055126,0
1	-232.09186073294546,-220.83520303998,0
1	238.8125809663635,-62.094656548470624,0
1	-88.2920274902676,156.0440928297886,0
1	-114.52565104161155,119.29411108620337,0
1	-201.72842961855014,-216.11804918462346,0
1	-210.96638564504906,-31.259652487031047,0
1	172.04383861484132,-9.107122271961146,0
1	154.2784417298621,-249.28256434697744,0
1	-212.40954745941676,-204.68165953564738,0
1	-137.56740281420232,226.01622592388657,0
1	156.36816325344944,26.541123637598616,0
1	-234.3031435780772,-23.616441672927692,0
1	-174.1543180653286,-83.87459202885472,0
1	-208.37124138138762,236.438306961673,0
1	-43.60767155532358,-63.524726048204684,0
1	196.8682634339388,-85.62773988275075,0
1	28.97034615220747,218.8352175147577,0
1	-147.72428289345726,103.36773144105416,0
1	18.30771397770377,81.11485496505998,0
1	168.80712232730474,-211.2292901684102,0
1	234.17278520347077,201.72706674609037,0
1	-83.38232078868967,-122.65945908259623,0
1	-131.5098439168401,-31.990438424792444,0
1	-5.923509451163483,87.54764343081291,0
1	119.81527926260361,-142.74612903989316,0
1	-109.73046367272522,158.86236591506497,0
1	-212.7579953198046,-76.68023509922034,0
1	63.499564873250165,-190.65673484329017,0
1	-1.4469280747061362,-234.96910324115083,0
1	-155.35713788763803,67.35037660559198,0
1	176.06999628864764,-219.02851252491163,0
1	185.38440314299834,-12.890356724704446,0
1	-91.25526653013671,-236.21514189688153,0
1	5.983114848593829,-160.83732084297148,0
1	173.32528944068525,57.75955480892725,0
1	-184.87770244331864,-178.50741010241893,0
1	123.23597893609684,-45.80151359778063,0
1	-6.0565068338552805,6.3563411785888775,1
1	76.24455863033785,22.05433571911658,0
1	212.6700508575188,113.53279969378724,0
1	31.731012557516067,-88.74961417824417,0
1	-27.82064367845848,-74.2943934926356,0
1	-22.033186890064,167.24002488133618,0
1	225.42500944485693,179.85837614386588,0
1	163.96024184112542,-133.62211363844546,0
1	-219.29225062410856,111.54057356492956,0
1	158.48422334852938,-57.49078165282833,0
1	-87.17935089764217,44.45966398558204,0
1	12.122844530152008,-57.17755938501489,0
1	14.336414405069036,98.48567386199494,0
1	7.724155329635096,-178.75602488530873,0
1	-155.22812471950576,31.343980635228434,0
1	-85.6939181021842,24.479316909512136,0
1	-92.44425383610377,-51.16462868772797,0
1	233.82086023646184,10.976695582391471,0
1	-35.09110318755083,-140.9602128715844,0
1	225.48694932877237,-2.3752272303159714,0
1	-59.04295719113338,-47.50350307916028,0
1	-0.5692445085415159,41.02111426923909,1
1	-16.333322500666924,-151.92359715486737,0
1	-70.25771585490665,9.933659892942671,0
1	223.15122455791897,247.2720521820429,0
1	-69.41874360818218,177.45948424703556,0
1	75.890938585561,-36.244613078384106,0
1	-100.47632101817811,29.512846723494363,0
1	-130.96623129946812,-16.38036027460626,0
1	17.908363147862474,-72.07159414836084,0
1	-11.846333554480736,-189.56324485196603,0
1	-146.77333960909516,-18.10657615442142,0
1	170.43659859046238,-112.86494367155058,0
1	127.3263575387777,-137.07504214118148,0
1	-182.50216732099352,-206.46768115249998,0
1	242.286127355749,54.662230923040966,0
1	109.65886841131527,-64.45547064460882,0
1	172.5087298883513,-149.03875017917449,0
1	208.08183297478786,17.3179076389261,0
1	-168.25414406401552,1.9144165931303974,0
1	72.19570318825367,228.85889154088778,0
1	37.505317667786585,248.66082309624346,0
1	-220.5568626507096,-214.18445737301928,0
1	-84.6052498388828,-70.6028405964426,0
1	23.812623021738204,-92.43016196179488,0
1	-220.92150362403845,-243.45152613732947,0
1	5.868909798223456,-169.20139495500874,0
1	176.12518111545603,-180.76929173444415,0
1	102.6023538348843,-153.02279076591725,0
1	-32.71588771657292,170.42550449286273,0
1	-33.09418191695784,126.50606667288315,0
1	144.6160395390703,121.26593986522221,0
1	-51.560760010883456,46.695046478885445,0
1	-60.77798044042743,-32.81268160924904,0
1	75.18194449351068,213.44232972346435,0
1	-161.33487134830082,152.40878792913168,0
1	151.50570592315398,89.7693432176265,0
1	-87.87982126537852,175.89605758359056,0
1	-180.5062866709833,-234.2028901789033,0
1	141.6679557777477,-14.710331379576616,0
1	7.632620143445365,-204.5128135842392,0
1	84.23259881415339,173.35594215905945,0
1	-211.56171861074023,36.87895509904723,0
1	-17.26693584838452,200.68376302411104,0
1	-148.6198860645952,-121.5293980839595,0
1	-219.7220928091424,221.28095085374372,0
1	-195.0348783827676,-102.61351993027733,0
1	235.03283740808592,234.9897608210793,0
1	-155.79056195948306,221.38359323529755,0
1	231.96157152804938,-173.2574445927882,0
1	215.4018853190728,155.41770790877916,0
1	192.2970201764037,-48.07651377709993,0
1	-223.76943814449712,26.94413315541766,0
1	-84.98773446193215,106.54367030965,0
1	-221.8835513727933,-62.91645407014883,0
1	186.8230210918411,2.174830456768632,0
1	-171.16778541767303,68.40590747457873,0
1	153.0618436540277,92.20284998780102,0
1	158.0136066103242,226.5391370044885,0
1	54.65974507463949,6.736259470642267,0
1	-44.378106426993185,-215.30253220534922,0
1	84.57979518154724,-1.6224347800915666,0
1	53.83979549351602,178.8774635163507,0
1	-165.18824233159995,-18.664505193270998,0
1	9.010934073467809,43.9591697903121,1
1	-28.356109427286782,153.21013857380478,0
1	-165.8811059397678,28.69088146701216,0
1	249.47823238453566,118.00208956702681,0
1	-182.7107452317312,148.41596990454485,0
1	-184.70830768981855,-205.34688146659525,0
1	55.501075858521574,-122.72274037091702,0
1	19.731570002479884,32.13966579548105,1
1	31.405820459378106,198.60019045398803,0
1	207.48374471161804,-49.071297611247786,0
1	-192.50094927149408,46.461691588656834,0
1	90.19276806675447,242.5483115753119,0
1	-130.57736995708814,224.99960124056315,0
1	185.89344939749458,-219.04526138322595,0
1	48.944525832265754,113.48997927410193,0
1	-116.72880367259808,147.96631182794675,0
1	64.66973220957027,-108.73895064008192,0
1	89.85217339836737,119.57950597983569,0
1	-129.41919995931312,-84.13392898519223,0
1	160.67198150535597,-220.32343581753145,0
1	-109.95198003583982,135.3350651907188,0
1	249.1531626185136,203.6506341090817,0
1	-219.72100432254697,146.44492550939827,0
1	134.27699383964205,-171.67584527468344,0
1	90.6980873275545,116.11536170227754,0
1	-1.4280269235223386,-181.19106131974723,0
1	-60.65342474223513,11.89014292809884,0
1	181.4922397930739,-137.06084877292778,0
1	225.54959339817458,-52.53851848553276,0
1	-180.01793998111594,93.21912834041069,0
1	-160.3901613084368,-128.11462700406605,0
1	13.813396554605049,-208.01259803601096,0
1	-21.115520520546113,228.21667889395002,0
1	-195.15565822157194,31.503856526597758,0
1	-165.22708798080055,152.28121878879261,0
1	-227.10510440725824,-160.53717351472713,0
1	-198.20504918596924,-35.82977821993367,0
1	116.11862436886747,-150.54226607540681,0
1	-231.31519017612294,170.9769444188658,0
1	89.98200309087918,249.47846370879654,0
1	32.3631918319922,237.7167746779308,0
1	-74.75693765845031,-47.33624000952824,0
1	-12.87237402855223,206.21541717096284,0
1	-228.33909937879204,-99.48577037745267,0
1	-165.7277265171926,106.01654953287039,0
1	-88.595311864689,-227.47191939644085,0
1	-99.74578502755816,-119.53004573191868,0
1	-35.38398273336284,149.97416144789798,0
1	175.1406751510965,-128.69009162732488,0
1	183.76056319640105,223.7267660742272,0
1	-62.62163767396629,-227.47006641120342,0
1	-60.88704191710846,201.6002483576229,0
1	46.56749184655632,112.1853984072003,0
1	-138.08551515818556,-18.788149344299455,0
1	-158.87383917567143,-225.08426560471122,0
1	-191.46272448173517,-232.5595483803114,0
1	240.2846095277248,188.65718773318497,0
1	109.61657909170009,244.22108201833686,0
1	-112.37452572005208,-184.0192169278007,0
1	183.30581307458158,-249.81062774820083,0
1	-75.78870213432097,83.10751021117068,0
1	182.80783208543158,-197.92712951170643,0
1	51.30585565569481,65.27367616430496,0
1	-67.72073762018331,-45.45690560368732,0
1	224.15581043907622,-65.39593029943197,0
1	190.19017921708695,157.17770504980234,0
1	-120.54623307453116,-38.251012914344585,0
1	-210.42629293875518,27.516331655837917,0
1	98.7331110239395,-122.88941969282591,0
1	-119.67105964830066,51.22860400666417,0
1	-24.938419727514884,-47.10781029524546,1
1	191.52016466073582,183.92546131655428,0
1	-18.20820504037053,-66.63393544812217,0
1	-191.9848577016548,-18.448635108600513,0
1	244.18559409776566,141.08546270265856,0
1	-188.87853219276568,-4.507705832388581,0
1	50.54300939438042,-202.56146425726075,0
1	219.48220826846415,-31.100794146904093,0
1	-245.688259638416,147.10080717259325,0
1	42.446018470718286,139.06280049017175,0
1	13.878477035240849,-236.8616952179165,0
1	133.1603649725539,2.6527592749267512,0
1	-66.1768653471984,-88.06531277539077,0
1	138.4104460419871,-96.65694545880527,0
1	117.21445902786314,213.79403434681683,0
1	131.66617078794786,-80.92510201847807,0
1	-193.50424471593385,161.1356039216791,0
1	-56.879775973545776,-129.56842897752728,0
1	175.9005126078988,-139.55525278485464,0
1	-2.95196929380387,240.71166251365418,0
1	-214.84729966799597,-115.28799217454937,0
1	159.04948377829425,-19.466585387871817,0
1	71.8741556917937,-207.49222888130953,0
1	-60.16864547800583,119.84708211696443,0
1	-120.77766647570942,-121.67188342192188,0
1	-28.263621017068516,-13.986377739837025,1
1	79.84557641039834,216.79840451143508,0
1	-123.58355053210113,-70.83935477298752,0
1	-204.21652803888253,-134.61761056672157,0
1	5.849643906076437,-173.20686129075807,0
1	102.20653226878665,-77.77367493225356,0
1	-63.84929991637401,59.78015070668778,0
1	-46.870002479201816,-209.60129375880638,0
1	-127.72737809643864,-64.89055667893035,0
1	51.83358203417606,106.6491922857727,0
1	-99.04479493922031,-99.39097905765337,0
1	243.12680606083205,-15.708279799169105,0
1	112.26047096537474,-142.23126087630038,0
1	158.99156020988391,236.26429088733886,0
1	158.22200810841025,46.93394002883025,0
1	162.39923665550208,212.94606892883576,0
1	36.79431074858741,68.61422618919613,0
1	-13.213256496943501,-245.3894430235633,0
1	-232.35269183062542,-13.419899015625447,0
1	-108.63247114949121,-162.41784428409585,0
1	-65.79544262045306,-237.76116638179596,0
1	76.49349617209265,-68.53475482238514,0
1	-163.5926067206257,-41.89612821153281,0
1	-248.55317690515892,-44.14915336773623,0
1	74.45606282261002,-46.409030595595084,0
1	-140.86514809854305,94.51199868493683,0
1	-6.922111684640839,225.8979173334023,0
1	28.286967089380767,239.9191758774919,0
1	-217.5679803790989,-181.43084045697776,0
1	78.56804866573634,-193.00989234259623,0
1	132.37291155269196,26.65611127615091,0
1	-2.6356216795757064,83.20373991841586,0
1	-123.1967208996359,-117.7223160502648,0
1	-171.35338429127523,111.63599870502628,0
1	-145.03555415497627,-209.66488829490177,0
1	100.31011950553778,143.7646063171731,0
1	-197.79589070531802,54.73619886858222,0
1	74.58104823835737,-56.482888824243076,0
